Title;id;adult;backdrop_path;belongs_to_collection;budget;genres;homepage;original_language;original_title;overview;popularity;poster_path;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;status;tagline;video;vote_average;vote_count
Cold Pursuit;438650.0;False;/aiM3XxYE2JvW1vJ4AC6cI1RjAoT.jpg;{'id': 848380, 'name': 'Cold Pursuit Collection', 'poster_path': '/bjbuy85JFR6LrIQFq0HgAExzE00.jpg', 'backdrop_path': None};60000000.0;[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}];https://coldpursuit.movie;en;Cold Pursuit;The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.;50.891;/cO802woIgZsLbOWPUSsleobKyDp.jpg;[{'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 491, 'logo_path': '/rUp0lLKa1pr4UsPm8fgzmnNGxtq.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 5111, 'logo_path': '/aE4BQJodjfWGODctvPgfbVD2OKO.png', 'name': 'Paradox Produksjon', 'origin_country': 'NO'}, {'id': 8582, 'logo_path': '/vfCXbqutNHCelE6wzrIX4uNBSEE.png', 'name': 'Canadian Film or Video Production Tax Credit (CPTC)', 'origin_country': 'CA'}, {'id': 10611, 'logo_path': '/zQ4fGaEnNkWfSzyygXRcUZwPmDG.png', 'name': 'Ciné+', 'origin_country': 'FR'}, {'id': 30148, 'logo_path': '/zerhOenUD6CkH8SMgZUhrDkOs4w.png', 'name': 'Bona Film Group', 'origin_country': 'CN'}, {'id': 117591, 'logo_path': None, 'name': 'Mas Films', 'origin_country': 'FR'}];[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2019-02-07;76419755.0;119.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Meet Nels Coxman. Citizen of the Year.;False;5.727;2139.0
High Flying Bird;510498.0;False;/8S2tdATwEksYUxWCmsQsKfkIXrw.jpg;;0.0;[{'id': 18, 'name': 'Drama'}];https://www.netflix.com/title/80991400;en;High Flying Bird;During an NBA lockout, a sports agent, Ray Burke, presents his rookie client, Erick Scott, with an intriguing and controversial business opportunity.;8.493;/ccE21xixa1zhkGtWDr4n8ReOp40.jpg;[{'id': 8850, 'logo_path': '/u5TGAymJMXqH8FvitwmxYUUP4DD.png', 'name': 'Extension 765', 'origin_country': 'US'}, {'id': 114121, 'logo_path': None, 'name': 'Harper Road Films', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-01-27;0.0;90.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Play the Game On Top of the Game;False;5.769;188.0
The Prodigy;532671.0;False;/oxTgovZ3TQ8LLxifUm16ROMULP5.jpg;;6000000.0;[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}];https://orionpictures.com/projects/the-prodigy;en;The Prodigy;A mother concerned about her young son's disturbing behavior thinks something supernatural may be affecting him.;21.998;/yyejodyk3lWncVjVhhrEkPctY9o.jpg;[{'id': 21, 'logo_path': '/aOWKh4gkNrfFZ3Ep7n0ckPhoGb5.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 41, 'logo_path': '/xAot4SSOIHiWQ2WEnVXYGR1lce9.png', 'name': 'Orion Pictures', 'origin_country': 'US'}, {'id': 12142, 'logo_path': '/rPnEeMwxjI6rYMGqkWqIWwIJXxi.png', 'name': 'XYZ Films', 'origin_country': 'US'}, {'id': 19367, 'logo_path': None, 'name': 'Vinson Films', 'origin_country': ''}];[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2019-02-06;21150265.0;92.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;What's wrong with Miles?;False;6.147;854.0
Isn't It Romantic;449563.0;False;/lGYlBtu16NswrgrSY1i3gZ1E1eI.jpg;;0.0;[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}];http://www.isntitromantic.com/;en;Isn't It Romantic;For a long time, Natalie, an Australian architect living in New York City, had always believed that what she had seen in rom-coms is all fantasy. But after thwarting a mugger at a subway station only to be knocked out while fleeing, Natalie wakes up and discovers that her life has suddenly become her worst nightmare—a romantic comedy—and she is the leading lady.;16.345;/5xNBYXuv8wqiLVDhsfqCOr75DL7.jpg;[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 8000, 'logo_path': '/f8NwLg72BByt3eav7lX1lcJfe60.png', 'name': 'Broken Road Productions', 'origin_country': 'US'}, {'id': 13240, 'logo_path': '/qDefkdnsYMSHpNa7QgBfB4c1GXD.png', 'name': 'Bron Studios', 'origin_country': 'CA'}, {'id': 53152, 'logo_path': '/8XHHLy8GGTuHM9JMzYjGqxB6oPa.png', 'name': 'Creative Wealth Media Finance', 'origin_country': 'CA'}, {'id': 115634, 'logo_path': None, 'name': 'Camp Sugar', 'origin_country': ''}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-02-13;0.0;89.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;None of the Feels;False;6.229;3222.0
Happy Death Day 2U;512196.0;False;/bU1n7bkDviEqwfKFTbjQ8BFrqEN.jpg;{'id': 526380, 'name': 'Happy Death Day Collection', 'poster_path': '/7ykNPCPsECkmInXyWJwnxMRd1ZB.jpg', 'backdrop_path': '/arJ8VLhhp0QrGZ4kQcDXB2Im1vA.jpg'};9000000.0;[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}];https://www.happydeathday.com;en;Happy Death Day 2U;Collegian Tree Gelbman wakes up in horror to learn that she's stuck in a parallel universe. Her boyfriend Carter is now with someone else, and her friends and fellow students seem to be completely different versions of themselves. When Tree discovers that Carter's roommate has been altering time, she finds herself once again the target of a masked killer. When the psychopath starts to go after her inner circle, Tree soon realizes that she must die over and over again to save everyone.;28.452;/4tdnePOkOOzwuGPEOAHp8UA4vqx.jpg;[{'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 96377, 'logo_path': '/6B3ggX8aVsyp2t9MUpSriEEyev1.png', 'name': 'Digital Riot Media', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-02-13;25327500.0;100.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Death makes a killer comeback.;False;6.326;2911.0
Alita: Battle Angel;399579.0;False;/8RKBHHRqOMOLh5qW3sS6TSFTd8h.jpg;;170000000.0;[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}];https://family.20thcenturystudios.com/movies/alita-battle-angel;en;Alita: Battle Angel;When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.;80.398;/xRWht48C2V8XNfzvPehyClOvDni.jpg;[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 574, 'logo_path': '/iB6GjNVHs5hOqcEYt2rcjBqIjki.png', 'name': 'Lightstorm Entertainment', 'origin_country': 'US'}, {'id': 10807, 'logo_path': '/j0BcMaJKIiDDYHq9lriTcM0Npka.png', 'name': 'Troublemaker Studios', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-01-31;404980000.0;122.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}];Released;An angel falls. A warrior rises.;False;7.198;7802.0
How to Train Your Dragon: The Hidden World;166428.0;False;/lFwykSz3Ykj1Q3JXJURnGUTNf1o.jpg;{'id': 89137, 'name': 'How to Train Your Dragon Collection', 'poster_path': '/hS8y3BcPki0GQKRQeGQVAz6BijK.jpg', 'backdrop_path': '/vBSuGU5OyJ5lGamkqXo2kVAe01F.jpg'};129000000.0;[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}];https://www.howtotrainyourdragon.com/;en;How to Train Your Dragon: The Hidden World;As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.;95.573;/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg;[{'id': 521, 'logo_path': '/kP7t6RwGz2AvvTkvnI1uteEwHet.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}, {'id': 20154, 'logo_path': None, 'name': 'Mad Hatter Entertainment', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-01-03;517526875.0;104.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;The friendship of a lifetime;False;7.77;5365.0
Fighting with My Family;445629.0;False;/mYKP6qcDUimVMAHQWLOuDHjO19S.jpg;;11000000.0;[{'id': 35, 'name': 'Comedy'}];https://www.fightingwithmyfamily.movie/home;en;Fighting with My Family;Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star.;28.755;/cVhe15rJLRjolunSWLBN6xQLyGU.jpg;[{'id': 21, 'logo_path': '/aOWKh4gkNrfFZ3Ep7n0ckPhoGb5.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 6705, 'logo_path': '/e8EXNSfwr5E9d3TR8dHKbQnQK4W.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}, {'id': 10339, 'logo_path': '/dU7bjpBabgAd6R8INdVAyCjQ70w.png', 'name': 'WWE Studios', 'origin_country': 'US'}, {'id': 11581, 'logo_path': '/yIORcWTFHtbXvWjqXAqFuMxx0K0.png', 'name': 'Misher Films', 'origin_country': 'US'}, {'id': 28275, 'logo_path': '/b6VatRipyJYN52xLAV7TtzJtuXv.png', 'name': 'The Ink Factory', 'origin_country': 'GB'}, {'id': 73669, 'logo_path': '/7tmSGstK3KwgcDIuBYLTAayjit9.png', 'name': 'Seven Bucks Productions', 'origin_country': 'US'}];[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2019-02-14;39055536.0;108.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;A comedy about a family that fights a little differently.;False;6.858;1438.0
Tyler Perry's A Madea Family Funeral;464504.0;False;/OmE63a2BroICnJXsPInPgbjKE8.jpg;{'id': 534673, 'name': 'Madea - Collection', 'poster_path': '/bO9NvwpSElW8lp33fGyy8VaS5s9.jpg', 'backdrop_path': '/qxLbjNPrMKTgYrMhIIDzj4zgYjf.jpg'};0.0;[{'id': 35, 'name': 'Comedy'}];https://www.madea.movie;en;A Madea Family Funeral;A joyous family reunion becomes a hilarious nightmare as Madea and the crew travel to backwoods Georgia, where they find themselves unexpectedly planning a funeral that might unveil unpleasant family secrets.;19.15;/sFvOTUlZrIxCLdmz1fC16wK0lme.jpg;[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 3096, 'logo_path': '/fkZTZ4veYYr3lwr2riVrVAOfeqD.png', 'name': 'Tyler Perry Studios', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-03-01;46115383.0;104.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;She puts the fun in funeral.;False;5.9;460.0
Greta;471506.0;False;/6CmaRROvzd0IURIUOz967ZG7ltb.jpg;;0.0;[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}];http://focusfeatures.com/greta;en;Greta;A young woman befriends a lonely widow who's harboring a dark and deadly agenda toward her.;38.215;/9hBpFyJ3pGdupXbaC2L7nGvLMBn.jpg;[{'id': 737, 'logo_path': '/dK1GZ1u4our8sJW0Sts1JHeNSLn.png', 'name': 'Sidney Kimmel Entertainment', 'origin_country': 'US'}, {'id': 1898, 'logo_path': '/a2gst8022qi5g3sFxJIWeKVd2aK.png', 'name': 'Screen Ireland', 'origin_country': 'IE'}, {'id': 2253, 'logo_path': None, 'name': 'Lawrence Bender Productions', 'origin_country': 'US'}, {'id': 3491, 'logo_path': '/uKP7h0WRYRK3jAWqrlohB6hO4pk.png', 'name': 'Showbox', 'origin_country': 'KR'}, {'id': 5233, 'logo_path': None, 'name': 'Starlight International Media', 'origin_country': ''}, {'id': 5704, 'logo_path': None, 'name': 'Little Wave Productions', 'origin_country': ''}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}];[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'KR', 'name': 'South Korea'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2018-09-06;0.0;98.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Everyone needs a friend.;False;6.588;1099.0
Triple Frontier;399361.0;False;/s9I2LmQMYCanl6DvC3X1AOHs2r8.jpg;;0.0;[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}];http://www.netflix.com/triplefrontier;en;Triple Frontier;Struggling to make ends meet, former special ops soldiers reunite for a high-stakes heist: stealing $75 million from a South American drug lord.;30.526;/aBw8zYuAljVM1FeK5bZKITPH8ZD.jpg;[{'id': 507, 'logo_path': '/z7H707qUWigbjHnJDMfj6QITEpb.png', 'name': 'Atlas Entertainment', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-03-06;0.0;125.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}];Released;You can’t go this far without crossing every line;False;6.281;2683.0
Captain Marvel;299537.0;False;/w2PMyoyLU22YvrGK3smVM9fW1jj.jpg;{'id': 623911, 'name': 'Captain Marvel Collection', 'poster_path': '/vMacLMNqwbP5eQ9KGpZE9ZqgCIk.jpg', 'backdrop_path': '/ubZUKycnQldt2umj0bPD2VwXDJM.jpg'};152000000.0;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}];https://www.marvel.com/movies/captain-marvel;en;Captain Marvel;The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.;96.067;/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg;[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-03-06;1128276090.0;124.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Higher. Further. Faster.;False;6.887;13658.0
The Kid;4244.0;False;/vqZoI1rJXkxzplg1Pgh3U9Ev2ja.jpg;;65000000.0;[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];http://movies.disney.com/the-kid;en;The Kid;Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly – with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.;24.648;/jNfL8De5IDVIuUYsrNnmPxCQkz8.jpg;[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 114579, 'logo_path': None, 'name': 'Chester Films Inc.', 'origin_country': ''}, {'id': 114580, 'logo_path': None, 'name': 'Junction', 'origin_country': ''}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2000-07-07;110317580.0;104.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Nobody ever grows up quite like they imagined.;False;6.474;802.0
Wonder Park;400157.0;False;/nJyAdKPnW15IAvC6sLBTE0lp6Dv.jpg;;100000000.0;[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}];https://www.paramount.com/movies/wonder-park;en;Wonder Park;A young girl named June with a big imagination makes an incredible discovery -- the amusement park of her dreams has come to life. Filled with the world's wildest rides operated by fun-loving animals, the excitement never ends. But when trouble hits, June and her misfit team of furry friends begin an unforgettable journey to save the park.;27.033;/8KomINZhIuJeB4oB7k7tkq8tmE.jpg;[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 2348, 'logo_path': '/m31fQvZJuUvAgxoqTiCGYFBfZYe.png', 'name': 'Nickelodeon Movies', 'origin_country': 'US'}, {'id': 5653, 'logo_path': '/lJj4v0DWNy7f0jJKA26Bhz4yjgk.png', 'name': 'Ilion Animation Studios', 'origin_country': 'ES'}, {'id': 24955, 'logo_path': '/bX3cYCRWdddXTgIcDEfNiVa8U4j.png', 'name': 'Paramount Animation', 'origin_country': 'US'}];[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2019-03-13;119559110.0;86.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Dream Bigger;False;6.46;577.0
Captive State;429471.0;False;/6IZ84KFhNpy6htsJmwFVuK30pyp.jpg;;25000000.0;[{'id': 878, 'name': 'Science Fiction'}];;en;Captive State;Nearly a decade after occupation by an extraterrestrial force, the lives of a Chicago neighborhood on both sides of the conflict are explored. In a working-class Chicago neighborhood occupied by an alien force for nine years, increased surveillance and the restriction of civil rights have given rise to an authoritarian system -- and dissent among the populace.;21.232;/ouY0aoTLGBha12PIDY1HXEfnghy.jpg;[{'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}, {'id': 6735, 'logo_path': '/pAQW38WU8ychBvYU2aGPTEbynEN.png', 'name': 'Participant', 'origin_country': 'US'}, {'id': 122244, 'logo_path': None, 'name': 'Lightfuse & Gettaway', 'origin_country': ''}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-03-15;5958315.0;110.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;This is no longer our planet;False;5.623;963.0
Nancy Drew and the Hidden Staircase;519473.0;False;/gaziajYVeOiKmby3Gw6CGbQ61w7.jpg;;0.0;[{'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}];https://www.warnerbros.com/movies/nancy-drew-and-hidden-staircase;en;Nancy Drew and the Hidden Staircase;Nancy Drew, a smart high schooler with a penchant for keen observation and deduction, stumbles upon the haunting of a local home. A bit of an outsider struggling to fit into her new surroundings, Nancy and her pals set out to solve the mystery, make new friends, and establish their place in the community;18.015;/g805FevFI8BkmvorvyITZ1kGJcr.jpg;[{'id': 11166, 'logo_path': None, 'name': 'Red 56', 'origin_country': 'US'}, {'id': 43632, 'logo_path': '/f75STKHmzvi7bYmWSVFF0HVi67F.png', 'name': 'A Very Good Production', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-03-15;0.0;89.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Mystery...has met its match;False;6.6;182.0
The Aftermath;433502.0;False;/mCLTzifTCd7579W8qyf40baaOs6.jpg;;0.0;[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];http://www.foxsearchlight.com/theaftermath;en;The Aftermath;In the aftermath of World War II, a British colonel and his wife are assigned to live in Hamburg during the post-war reconstruction, but tensions arise with the German widower who lives with them.;20.407;/slGZ8miznmAZAaDHEz6BKo7f1N5.jpg;[{'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}, {'id': 1645, 'logo_path': '/6Ry6uNBaa0IbbSs1XYIgX5DkA9r.png', 'name': 'Scott Free Productions', 'origin_country': 'GB'}, {'id': 36616, 'logo_path': '/ujmuIln4o5ZK08NvI7GmSuV0jj6.png', 'name': 'Amusement Park Films', 'origin_country': 'DE'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'DE', 'name': 'Germany'}];2019-03-01;9215591.0;108.0;[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;;False;6.5;550.0
Five Feet Apart;527641.0;False;/27ZkYMWynuK2qiDP6awc3MsCaOs.jpg;;7000000.0;[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}];;en;Five Feet Apart;Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.;85.343;/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg;[{'id': 5490, 'logo_path': '/xuJSR4dWsvkE194aemIJwflyNF2.png', 'name': 'CBS Films', 'origin_country': 'US'}, {'id': 84409, 'logo_path': None, 'name': 'Wayfarer Entertainment', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-03-14;91500000.0;116.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}];Released;When Life Keeps You Apart, Fight For Every Inch.;False;8.314;4953.0
